temperature,humidity,rainfall,wind_speed,season,risk_level,disease_name,pest_name
36.72,60.61,282.68,7.09,Winter,Medium,Armyworm,Stem Borer
36.84,77.88,278.18,17.06,Monsoon,High,Leaf Spot,Stem Borer
20.86,54.38,188.36,21.24,Summer,Low,,Stem Borer
35.19,89.65,250.67,2.95,Summer,High,Blight,Powdery Mildew
38.48,57.61,69.39,8.49,Winter,Low,,Healthy
20.88,43.57,203.14,7.56,Summer,Low,,Stem Borer
25.62,63.44,91.71,22.74,Summer,Medium,Armyworm,Stem Borer
35.9,87.84,259.61,20.0,Winter,High,Leaf Spot,Powdery Mildew
24.66,58.78,85.23,17.86,Winter,Medium,Aphids,Stem Borer
27.93,86.08,249.41,14.73,Winter,High,Leaf Spot,Powdery Mildew
20.15,77.9,174.03,10.88,Summer,High,Leaf Spot,Stem Borer
23.71,42.06,99.64,23.69,Summer,Medium,Armyworm,Stem Borer
34.12,62.49,116.88,4.58,Monsoon,Medium,Armyworm,Stem Borer
33.28,85.81,122.21,7.89,Summer,Medium,Aphids,Powdery Mildew
26.19,77.64,284.61,9.26,Monsoon,High,Blight,Stem Borer
28.54,91.86,134.75,23.54,Winter,Medium,Armyworm,Powdery Mildew
38.66,44.11,41.94,0.47,Monsoon,Low,,Healthy
30.88,40.98,35.82,9.98,Monsoon,Low,,Healthy
35.89,83.51,221.88,23.24,Summer,High,Blight,Powdery Mildew
39.02,43.0,228.94,21.17,Summer,Low,,Stem Borer
38.57,90.34,299.6,17.87,Winter,High,Blight,Powdery Mildew
30.77,57.97,193.15,0.82,Summer,Low,,Stem Borer
22.07,84.16,14.21,24.72,Summer,Low,,Healthy
34.2,42.23,279.7,5.03,Winter,Low,,Stem Borer
36.72,40.03,206.4,5.03,Summer,Low,,Stem Borer
22.18,61.48,279.73,24.39,Summer,Medium,Aphids,Stem Borer
34.98,73.24,294.62,18.42,Summer,Medium,Armyworm,Stem Borer
31.57,94.12,66.38,16.85,Monsoon,Low,,Healthy
25.1,52.72,213.31,24.15,Monsoon,Low,,Stem Borer
24.39,75.1,288.85,23.63,Winter,High,Blight,Stem Borer
36.42,52.54,124.35,11.85,Monsoon,Medium,Aphids,Stem Borer
32.89,82.83,292.27,15.33,Monsoon,High,Leaf Spot,Powdery Mildew
23.04,54.81,29.06,11.17,Winter,Low,,Healthy
21.87,83.59,168.24,23.83,Monsoon,High,Blight,Powdery Mildew
38.6,60.96,156.93,12.61,Winter,Medium,Aphids,Stem Borer
28.45,77.84,94.42,10.67,Summer,Medium,Aphids,Stem Borer
26.68,67.75,280.57,8.55,Monsoon,Medium,Aphids,Stem Borer
28.68,93.96,197.89,1.43,Monsoon,High,Leaf Spot,Powdery Mildew
28.97,85.23,128.57,21.7,Summer,Medium,Armyworm,Powdery Mildew
22.18,80.81,188.25,21.16,Monsoon,High,Blight,Powdery Mildew
30.5,78.25,158.09,8.27,Monsoon,High,Leaf Spot,Stem Borer
36.15,42.39,192.94,19.7,Winter,Low,,Stem Borer
22.29,79.73,264.68,21.37,Monsoon,High,Leaf Spot,Stem Borer
35.88,83.85,268.63,22.22,Winter,High,Blight,Powdery Mildew
26.68,83.39,25.09,2.13,Winter,Low,,Healthy
32.83,86.28,5.39,23.11,Summer,Low,,Aphids
29.77,70.49,224.51,6.62,Monsoon,Medium,Armyworm,Stem Borer
31.79,82.03,260.68,14.44,Summer,High,Leaf Spot,Powdery Mildew
24.31,43.26,122.96,15.4,Monsoon,Medium,Aphids,Stem Borer
31.34,42.07,161.27,18.77,Winter,Low,,Stem Borer
37.66,54.52,149.92,12.23,Winter,Low,,Stem Borer
20.01,81.47,283.52,24.82,Summer,High,Leaf Spot,Powdery Mildew
26.46,87.47,8.26,9.89,Summer,Low,,Healthy
35.37,80.7,186.09,2.02,Summer,High,Blight,Powdery Mildew
30.7,59.68,202.38,15.62,Summer,Low,,Stem Borer
21.82,45.54,259.51,23.21,Winter,Low,,Stem Borer
36.63,94.95,60.12,17.97,Monsoon,Low,,Healthy
21.72,77.95,163.89,19.68,Winter,High,Leaf Spot,Stem Borer
26.37,80.63,132.21,3.04,Winter,Medium,Aphids,Powdery Mildew
33.86,77.15,282.84,23.27,Monsoon,High,Blight,Stem Borer
21.18,59.18,159.87,13.16,Monsoon,Low,,Stem Borer
38.02,69.71,117.59,3.89,Summer,Medium,Armyworm,Stem Borer
35.6,43.99,83.91,24.48,Summer,Medium,Armyworm,Stem Borer
32.67,83.81,231.77,6.73,Summer,High,Leaf Spot,Powdery Mildew
37.74,61.39,287.95,13.16,Monsoon,Medium,Armyworm,Stem Borer
35.43,54.1,254.35,20.05,Summer,Low,,Stem Borer
26.16,41.72,7.44,1.15,Winter,Low,,Healthy
39.93,85.88,142.61,18.06,Winter,High,Leaf Spot,Powdery Mildew
33.08,78.99,252.19,17.47,Monsoon,High,Leaf Spot,Stem Borer
33.94,56.9,71.05,6.95,Summer,Low,,Healthy
31.69,66.9,215.92,23.13,Winter,Medium,Aphids,Stem Borer
29.02,41.94,21.7,13.95,Summer,Low,,Healthy
22.89,77.61,267.82,9.9,Winter,High,Blight,Stem Borer
22.34,58.66,35.98,9.14,Monsoon,Low,,Healthy
39.11,40.11,227.86,6.73,Summer,Low,,Stem Borer
34.95,55.34,282.78,0.41,Monsoon,Low,,Stem Borer
25.34,42.14,212.56,5.78,Summer,Low,,Stem Borer
25.95,92.0,28.28,7.52,Monsoon,Low,,Healthy
36.0,53.15,63.97,18.11,Winter,Low,,Healthy
24.71,82.93,191.94,0.92,Winter,High,Blight,Powdery Mildew
22.78,84.85,215.15,24.08,Winter,High,Leaf Spot,Powdery Mildew
30.04,70.12,66.83,12.53,Monsoon,Medium,Armyworm,Whitefly
30.91,47.32,215.85,5.37,Winter,Low,,Stem Borer
32.6,63.85,28.2,10.28,Monsoon,Medium,Aphids,Aphids
21.88,81.94,191.95,12.42,Monsoon,High,Leaf Spot,Powdery Mildew
23.89,72.17,287.29,2.68,Winter,Medium,Armyworm,Stem Borer
28.18,81.66,119.24,14.61,Summer,Medium,Armyworm,Powdery Mildew
29.97,59.81,5.88,17.03,Winter,Low,,Healthy
23.68,75.6,145.7,18.07,Monsoon,High,Blight,Stem Borer
31.03,40.79,60.92,23.77,Monsoon,Low,,Healthy
35.97,59.48,10.35,1.66,Winter,Low,,Aphids
35.87,76.5,278.99,16.04,Summer,High,Leaf Spot,Stem Borer
36.02,66.06,93.06,10.48,Winter,Medium,Armyworm,Stem Borer
25.01,91.34,148.87,4.0,Winter,High,Blight,Powdery Mildew
32.07,91.72,88.01,7.29,Monsoon,Medium,Aphids,Stem Borer
37.92,57.38,4.5,18.84,Monsoon,Low,,Aphids
32.41,50.84,83.44,15.67,Monsoon,Medium,Aphids,Stem Borer
26.46,40.17,230.05,24.95,Summer,Low,,Stem Borer
35.87,68.55,121.2,8.16,Monsoon,Medium,Aphids,Stem Borer
20.4,85.52,22.43,2.68,Summer,Low,,Healthy
26.94,88.57,41.68,15.24,Winter,Low,,Healthy
20.25,85.59,284.25,21.23,Winter,High,Blight,Powdery Mildew
27.98,90.84,142.92,19.74,Winter,High,Leaf Spot,Powdery Mildew
20.85,77.78,281.78,0.24,Monsoon,High,Leaf Spot,Stem Borer
22.84,93.41,76.83,11.98,Summer,Low,,Healthy
29.12,94.96,181.5,17.52,Monsoon,High,Blight,Powdery Mildew
39.17,62.15,41.76,2.65,Winter,Medium,Armyworm,Whitefly
36.24,89.1,102.46,16.15,Winter,Medium,Aphids,Powdery Mildew
38.95,50.41,247.63,24.84,Monsoon,Low,,Stem Borer
39.01,62.96,92.94,10.71,Monsoon,Medium,Armyworm,Stem Borer
27.63,89.16,258.52,5.11,Monsoon,High,Leaf Spot,Powdery Mildew
31.99,84.3,211.31,4.4,Monsoon,High,Leaf Spot,Powdery Mildew
29.87,70.01,133.83,22.42,Monsoon,Medium,Armyworm,Stem Borer
28.47,70.67,19.04,8.78,Monsoon,Medium,Aphids,Whitefly
28.03,66.11,104.13,10.12,Monsoon,Medium,Aphids,Stem Borer
31.07,75.61,188.82,9.62,Winter,High,Leaf Spot,Stem Borer
31.01,52.47,210.58,23.11,Monsoon,Low,,Stem Borer
31.03,44.88,71.02,13.72,Winter,Low,,Healthy
35.71,44.61,60.75,20.26,Summer,Low,,Healthy
39.06,91.08,227.29,21.19,Summer,High,Blight,Powdery Mildew
28.15,64.69,149.07,7.79,Summer,Medium,Armyworm,Stem Borer
35.22,54.74,75.45,3.73,Monsoon,Low,,Healthy
37.77,89.68,25.67,22.25,Monsoon,Low,,Aphids
28.82,44.71,194.07,16.78,Summer,Low,,Stem Borer
34.29,58.47,68.25,4.4,Monsoon,Low,,Healthy
25.69,59.4,241.84,7.46,Monsoon,Low,,Stem Borer
34.7,68.35,253.34,7.27,Monsoon,Medium,Aphids,Stem Borer
21.77,47.67,111.55,7.86,Summer,Medium,Aphids,Stem Borer
23.3,82.38,225.99,12.3,Winter,High,Leaf Spot,Powdery Mildew
37.71,43.95,67.35,6.67,Winter,Low,,Healthy
36.34,81.69,239.08,12.73,Winter,High,Leaf Spot,Powdery Mildew
36.6,53.83,3.93,24.6,Monsoon,Low,,Aphids
23.01,47.18,282.58,13.08,Winter,Low,,Stem Borer
29.03,86.7,89.33,24.79,Summer,Medium,Armyworm,Stem Borer
39.03,70.31,184.82,1.47,Winter,Medium,Aphids,Stem Borer
25.97,59.68,61.54,3.92,Monsoon,Low,,Healthy
35.73,83.41,243.35,21.61,Winter,High,Leaf Spot,Powdery Mildew
25.24,64.48,206.61,20.96,Summer,Medium,Aphids,Stem Borer
36.4,57.88,138.13,12.66,Summer,Medium,Armyworm,Stem Borer
22.57,78.23,172.35,11.12,Summer,High,Leaf Spot,Stem Borer
21.17,53.89,63.35,20.01,Monsoon,Low,,Healthy
20.48,68.02,280.69,16.34,Winter,Medium,Aphids,Stem Borer
32.03,80.37,184.05,22.23,Monsoon,High,Blight,Powdery Mildew
39.78,75.66,118.64,8.83,Winter,Medium,Aphids,Stem Borer
31.13,48.01,41.94,9.83,Monsoon,Low,,Healthy
28.99,58.26,259.82,5.17,Summer,Low,,Stem Borer
36.96,92.06,140.04,0.78,Summer,High,Blight,Powdery Mildew
32.59,82.11,45.17,5.05,Summer,Low,,Healthy
31.59,65.76,87.81,15.27,Winter,Medium,Aphids,Stem Borer
35.34,68.24,194.17,17.73,Summer,Medium,Aphids,Stem Borer
27.22,91.32,106.04,5.96,Monsoon,Medium,Aphids,Powdery Mildew
26.64,64.9,20.26,8.76,Winter,Medium,Aphids,Whitefly
32.84,89.41,294.6,19.3,Summer,High,Blight,Powdery Mildew
24.24,84.61,248.64,5.4,Monsoon,High,Leaf Spot,Powdery Mildew
28.1,65.64,55.41,8.62,Summer,Medium,Armyworm,Whitefly
36.98,75.7,166.7,21.81,Monsoon,High,Leaf Spot,Stem Borer
37.76,81.99,14.74,18.52,Monsoon,Low,,Aphids
29.15,51.49,49.71,6.68,Monsoon,Low,,Healthy
31.79,58.65,289.24,1.14,Summer,Low,,Stem Borer
20.02,84.9,245.54,4.45,Winter,High,Leaf Spot,Powdery Mildew
26.66,86.73,170.47,22.55,Monsoon,High,Blight,Powdery Mildew
27.46,83.45,69.19,0.81,Winter,Low,,Healthy
23.42,91.31,135.94,7.96,Monsoon,Medium,Aphids,Powdery Mildew
21.36,64.31,189.32,21.98,Monsoon,Medium,Aphids,Stem Borer
22.16,68.32,219.89,11.59,Winter,Medium,Aphids,Stem Borer
24.86,89.73,255.2,23.7,Winter,High,Leaf Spot,Powdery Mildew
36.54,49.86,257.0,23.05,Monsoon,Low,,Stem Borer
20.47,56.0,6.09,21.74,Summer,Low,,Healthy
35.35,91.85,275.73,10.84,Summer,High,Blight,Powdery Mildew
38.12,53.42,243.64,17.17,Monsoon,Low,,Stem Borer
26.84,56.01,180.91,6.42,Monsoon,Low,,Stem Borer
38.83,58.76,76.67,20.42,Summer,Low,,Healthy
36.48,91.34,132.08,17.91,Winter,Medium,Armyworm,Powdery Mildew
26.03,94.05,51.3,5.23,Winter,Low,,Healthy
35.66,64.75,264.49,21.48,Winter,Medium,Armyworm,Stem Borer
27.74,69.02,39.01,14.03,Monsoon,Medium,Armyworm,Whitefly
27.62,86.89,153.6,19.13,Monsoon,High,Blight,Powdery Mildew
37.67,75.18,175.54,7.89,Summer,High,Leaf Spot,Stem Borer
20.29,46.75,139.14,20.09,Winter,Medium,Armyworm,Stem Borer
38.69,84.48,216.11,3.56,Monsoon,High,Leaf Spot,Powdery Mildew
21.37,79.8,195.4,18.47,Monsoon,High,Blight,Stem Borer
22.65,65.89,239.98,2.52,Winter,Medium,Armyworm,Stem Borer
28.45,81.86,290.5,20.97,Summer,High,Leaf Spot,Powdery Mildew
39.23,51.99,175.47,11.8,Monsoon,Low,,Stem Borer
25.3,82.54,243.6,15.73,Monsoon,High,Leaf Spot,Powdery Mildew
26.05,52.18,1.88,19.09,Winter,Low,,Healthy
29.69,44.37,126.85,2.86,Monsoon,Medium,Armyworm,Stem Borer
24.23,89.81,212.04,17.45,Winter,High,Leaf Spot,Powdery Mildew
25.88,88.11,258.84,20.01,Winter,High,Leaf Spot,Powdery Mildew
30.41,86.69,266.36,19.99,Summer,High,Leaf Spot,Powdery Mildew
29.92,82.88,124.24,23.54,Summer,Medium,Armyworm,Powdery Mildew
32.01,76.79,295.67,13.03,Monsoon,High,Leaf Spot,Stem Borer
28.7,81.04,180.29,0.61,Summer,High,Leaf Spot,Powdery Mildew
23.11,51.12,94.74,24.74,Monsoon,Medium,Armyworm,Stem Borer
31.37,93.14,220.09,1.87,Monsoon,High,Blight,Powdery Mildew
38.66,62.74,175.26,6.84,Monsoon,Medium,Armyworm,Stem Borer
38.37,78.1,273.77,14.96,Winter,High,Blight,Stem Borer
25.15,88.89,127.33,10.3,Winter,Medium,Aphids,Powdery Mildew
36.42,86.76,294.84,0.76,Winter,High,Leaf Spot,Powdery Mildew
22.16,42.91,183.19,6.39,Summer,Low,,Stem Borer
33.92,49.38,51.98,24.1,Monsoon,Low,,Healthy
36.09,90.07,157.36,6.8,Winter,High,Blight,Powdery Mildew
20.72,63.63,168.23,1.71,Monsoon,Medium,Armyworm,Stem Borer
35.75,93.79,153.48,7.2,Winter,High,Blight,Powdery Mildew
29.49,82.74,63.01,6.14,Winter,Low,,Healthy
31.99,93.2,228.9,16.18,Winter,High,Leaf Spot,Powdery Mildew
29.7,44.62,50.86,24.04,Monsoon,Low,,Healthy
29.15,64.94,127.26,22.89,Winter,Medium,Armyworm,Stem Borer
22.9,84.71,44.97,12.95,Winter,Low,,Healthy
20.7,80.22,180.34,7.69,Summer,High,Leaf Spot,Powdery Mildew
37.2,44.76,230.74,6.42,Winter,Low,,Stem Borer
28.3,53.52,93.39,9.83,Winter,Medium,Armyworm,Stem Borer
33.05,57.37,64.11,19.34,Summer,Low,,Healthy
27.19,85.24,193.07,8.96,Summer,High,Blight,Powdery Mildew
38.42,56.58,46.16,10.3,Monsoon,Low,,Healthy
33.64,78.43,29.79,9.09,Monsoon,Low,,Aphids
37.18,81.45,268.56,23.69,Monsoon,High,Leaf Spot,Powdery Mildew
28.78,46.81,155.42,1.17,Summer,Low,,Stem Borer
31.89,57.04,282.95,15.94,Winter,Low,,Stem Borer
24.6,46.27,34.84,5.43,Winter,Low,,Healthy
22.47,94.48,254.3,6.58,Winter,High,Blight,Powdery Mildew
34.64,91.83,1.86,16.43,Monsoon,Low,,Aphids
22.38,76.47,275.65,2.23,Monsoon,High,Blight,Stem Borer
34.57,62.83,185.65,0.98,Summer,Medium,Aphids,Stem Borer
22.43,75.35,296.42,12.82,Winter,High,Leaf Spot,Stem Borer
26.49,49.4,140.83,16.79,Monsoon,Low,,Stem Borer
31.8,90.96,180.25,16.82,Monsoon,High,Blight,Powdery Mildew
29.57,93.45,210.43,0.49,Winter,High,Blight,Powdery Mildew
28.05,53.77,228.38,12.3,Monsoon,Low,,Stem Borer
23.66,94.95,201.31,14.93,Winter,High,Blight,Powdery Mildew
21.8,64.98,249.04,2.2,Summer,Medium,Armyworm,Stem Borer
27.69,79.62,199.48,17.69,Monsoon,High,Blight,Stem Borer
24.57,76.42,164.73,4.52,Monsoon,High,Leaf Spot,Stem Borer
22.16,45.64,185.5,8.76,Winter,Low,,Stem Borer
21.1,77.92,151.35,2.62,Winter,High,Blight,Stem Borer
33.51,86.71,173.35,2.43,Winter,High,Leaf Spot,Powdery Mildew
31.34,49.31,82.02,20.39,Summer,Medium,Aphids,Stem Borer
39.95,50.24,73.35,1.64,Winter,Low,,Healthy
26.39,64.44,180.86,3.7,Monsoon,Medium,Armyworm,Stem Borer
20.86,87.35,205.45,7.64,Monsoon,High,Blight,Powdery Mildew
36.0,93.94,45.95,20.8,Monsoon,Low,,Healthy
24.48,94.13,155.73,16.74,Winter,High,Blight,Powdery Mildew
21.06,77.74,91.05,4.59,Winter,Medium,Armyworm,Stem Borer
31.91,85.17,237.59,22.27,Monsoon,High,Leaf Spot,Powdery Mildew
38.95,90.06,63.38,16.96,Monsoon,Low,,Healthy
33.92,59.24,67.16,23.73,Winter,Low,,Healthy
27.83,76.51,170.02,8.89,Monsoon,High,Blight,Stem Borer
27.64,44.48,131.97,20.75,Monsoon,Medium,Aphids,Stem Borer
39.3,81.27,73.96,5.99,Monsoon,Low,,Healthy
39.6,65.13,250.66,6.13,Summer,Medium,Aphids,Stem Borer
21.11,70.17,34.04,23.33,Summer,Medium,Armyworm,Whitefly
33.34,62.88,31.38,10.28,Monsoon,Medium,Aphids,Aphids
20.7,51.04,258.36,17.45,Summer,Low,,Stem Borer
22.16,83.83,178.98,14.69,Summer,High,Blight,Powdery Mildew
35.86,85.39,157.01,7.48,Monsoon,High,Blight,Powdery Mildew
34.77,65.33,279.95,17.55,Winter,Medium,Aphids,Stem Borer
21.25,81.82,111.09,10.89,Monsoon,Medium,Aphids,Powdery Mildew
37.52,78.55,174.48,20.83,Monsoon,High,Leaf Spot,Stem Borer
27.53,43.45,177.81,9.08,Winter,Low,,Stem Borer
35.96,81.03,131.43,9.48,Monsoon,Medium,Aphids,Powdery Mildew
28.36,81.59,1.73,11.9,Monsoon,Low,,Healthy
39.97,87.71,178.51,17.4,Monsoon,High,Blight,Powdery Mildew
23.25,74.95,163.43,12.0,Summer,Medium,Armyworm,Stem Borer
39.52,86.28,174.63,23.75,Summer,High,Blight,Powdery Mildew
34.77,46.46,144.8,11.82,Monsoon,Low,,Stem Borer
22.63,43.69,222.23,20.51,Monsoon,Low,,Stem Borer
34.22,61.85,112.48,3.26,Winter,Medium,Aphids,Stem Borer
24.84,66.47,129.53,9.96,Winter,Medium,Aphids,Stem Borer
29.41,45.55,165.98,2.56,Summer,Low,,Stem Borer
25.63,93.18,265.92,24.95,Winter,High,Blight,Powdery Mildew
35.07,87.33,236.88,4.63,Monsoon,High,Blight,Powdery Mildew
21.58,78.06,140.13,10.44,Monsoon,High,Leaf Spot,Stem Borer
39.54,92.13,200.17,1.88,Monsoon,High,Leaf Spot,Powdery Mildew
33.9,61.64,74.13,20.63,Winter,Medium,Aphids,Whitefly
37.75,65.06,237.36,14.07,Summer,Medium,Aphids,Stem Borer
38.75,77.74,173.27,6.12,Summer,High,Blight,Stem Borer
32.2,83.62,212.25,17.75,Summer,High,Leaf Spot,Powdery Mildew
25.77,44.14,226.49,18.36,Monsoon,Low,,Stem Borer
33.88,82.48,110.87,10.35,Monsoon,Medium,Armyworm,Powdery Mildew
29.92,79.47,56.53,16.66,Winter,Low,,Whitefly
36.23,86.49,229.27,8.37,Monsoon,High,Blight,Powdery Mildew
32.78,80.69,185.34,14.31,Summer,High,Leaf Spot,Powdery Mildew
26.95,50.26,123.55,7.09,Winter,Medium,Armyworm,Stem Borer
28.72,93.49,264.99,7.51,Winter,High,Leaf Spot,Powdery Mildew
33.89,77.59,10.11,21.63,Winter,Low,,Aphids
27.28,49.03,99.92,19.41,Winter,Medium,Aphids,Stem Borer
20.55,49.31,146.62,12.73,Summer,Low,,Stem Borer
23.67,43.99,35.74,20.37,Summer,Low,,Healthy
25.74,83.42,73.44,13.39,Winter,Low,,Healthy
29.88,73.77,280.39,5.75,Winter,Medium,Aphids,Stem Borer
35.79,61.67,132.06,0.81,Winter,Medium,Aphids,Stem Borer
25.58,92.55,273.33,3.36,Monsoon,High,Leaf Spot,Powdery Mildew
29.31,52.98,262.79,14.46,Summer,Low,,Stem Borer
26.73,77.5,228.2,13.84,Monsoon,High,Leaf Spot,Stem Borer
31.58,68.33,166.55,13.24,Summer,Medium,Aphids,Stem Borer
21.26,51.53,233.23,2.97,Monsoon,Low,,Stem Borer
26.16,79.85,218.52,8.52,Summer,High,Leaf Spot,Stem Borer
26.36,70.71,293.31,7.11,Winter,Medium,Aphids,Stem Borer
38.69,68.98,61.34,0.1,Monsoon,Medium,Aphids,Whitefly
33.95,70.05,194.48,20.67,Winter,Medium,Aphids,Stem Borer
26.48,77.64,72.3,19.02,Winter,Low,,Whitefly
35.4,82.94,195.45,1.87,Monsoon,High,Blight,Powdery Mildew
20.14,92.89,266.56,19.25,Winter,High,Leaf Spot,Powdery Mildew
38.63,42.92,291.74,3.05,Monsoon,Low,,Stem Borer
30.55,93.5,200.72,24.64,Summer,High,Blight,Powdery Mildew
24.59,80.39,179.17,24.05,Summer,High,Leaf Spot,Powdery Mildew
33.59,79.5,4.21,8.22,Winter,Low,,Aphids
36.61,51.16,171.0,11.44,Monsoon,Low,,Stem Borer
20.71,82.95,44.93,13.14,Winter,Low,,Healthy
30.37,73.74,79.2,22.2,Winter,Medium,Aphids,Whitefly
24.77,45.07,177.04,21.82,Monsoon,Low,,Stem Borer
28.51,41.79,213.47,23.22,Winter,Low,,Stem Borer
31.28,81.45,222.14,11.38,Monsoon,High,Blight,Powdery Mildew
22.26,69.76,101.73,5.96,Winter,Medium,Aphids,Stem Borer
35.73,82.88,0.05,5.1,Monsoon,Low,,Aphids
35.79,90.25,182.96,19.33,Summer,High,Blight,Powdery Mildew
36.08,87.34,97.66,24.47,Winter,Medium,Armyworm,Powdery Mildew
20.66,77.41,86.99,12.14,Winter,Medium,Aphids,Stem Borer
31.89,56.77,279.87,10.2,Summer,Low,,Stem Borer
30.89,56.48,140.54,11.25,Winter,Low,,Stem Borer
28.07,41.53,191.9,18.63,Summer,Low,,Stem Borer
30.76,90.72,119.71,23.94,Monsoon,Medium,Armyworm,Powdery Mildew
22.0,64.57,281.28,3.1,Summer,Medium,Aphids,Stem Borer
36.21,86.15,168.3,18.97,Monsoon,High,Blight,Powdery Mildew
26.55,51.77,77.06,20.05,Winter,Low,,Healthy
35.66,90.13,144.27,23.62,Winter,High,Blight,Powdery Mildew
28.35,85.52,180.64,8.16,Monsoon,High,Blight,Powdery Mildew
24.58,77.17,119.7,11.57,Monsoon,Medium,Armyworm,Stem Borer
39.33,77.69,159.68,16.68,Monsoon,High,Blight,Stem Borer
28.19,76.15,215.09,23.2,Summer,High,Leaf Spot,Stem Borer
22.43,51.44,72.38,20.61,Summer,Low,,Healthy
21.72,86.78,293.65,15.42,Monsoon,High,Blight,Powdery Mildew
39.08,87.36,206.98,22.3,Winter,High,Blight,Powdery Mildew
25.48,77.84,278.48,8.84,Monsoon,High,Leaf Spot,Stem Borer
36.44,72.58,52.54,2.63,Monsoon,Medium,Aphids,Whitefly
28.7,90.32,168.36,7.98,Monsoon,High,Blight,Powdery Mildew
26.54,64.96,57.62,12.8,Monsoon,Medium,Aphids,Whitefly
30.5,54.36,213.68,11.88,Winter,Low,,Stem Borer
39.54,56.76,154.75,24.58,Summer,Low,,Stem Borer
30.47,60.71,238.44,4.14,Monsoon,Medium,Armyworm,Stem Borer
32.29,60.63,274.56,23.63,Winter,Medium,Aphids,Stem Borer
26.82,40.35,49.74,21.86,Winter,Low,,Healthy
24.58,92.87,150.36,12.78,Summer,High,Blight,Powdery Mildew
26.96,68.91,86.67,2.91,Monsoon,Medium,Armyworm,Stem Borer
31.88,90.43,133.58,9.7,Monsoon,Medium,Aphids,Powdery Mildew
39.95,91.55,201.47,14.59,Monsoon,High,Leaf Spot,Powdery Mildew
23.2,76.75,293.37,18.45,Winter,High,Leaf Spot,Stem Borer
20.29,45.31,45.47,6.9,Winter,Low,,Healthy
31.87,81.03,185.85,14.67,Summer,High,Leaf Spot,Powdery Mildew
28.89,44.76,293.08,20.88,Winter,Low,,Stem Borer
20.6,53.0,243.8,16.76,Winter,Low,,Stem Borer
38.81,81.91,199.64,11.11,Winter,High,Leaf Spot,Powdery Mildew
36.2,42.13,45.94,5.0,Monsoon,Low,,Healthy
20.08,76.87,295.24,17.52,Monsoon,High,Leaf Spot,Stem Borer
28.31,92.63,241.88,18.22,Monsoon,High,Blight,Powdery Mildew
26.13,85.75,153.88,14.28,Monsoon,High,Blight,Powdery Mildew
26.72,93.39,196.42,22.42,Monsoon,High,Blight,Powdery Mildew
37.59,64.15,284.1,10.87,Winter,Medium,Armyworm,Stem Borer
37.17,81.02,63.89,1.63,Summer,Low,,Healthy
24.7,84.56,211.12,18.79,Summer,High,Blight,Powdery Mildew
24.9,55.89,116.59,9.76,Summer,Medium,Armyworm,Stem Borer
32.72,63.67,171.94,1.78,Monsoon,Medium,Aphids,Stem Borer
33.3,55.77,228.15,19.98,Summer,Low,,Stem Borer
24.46,59.66,262.46,6.17,Summer,Low,,Stem Borer
38.79,81.86,211.36,8.88,Monsoon,High,Blight,Powdery Mildew
32.92,94.54,279.43,7.66,Winter,High,Leaf Spot,Powdery Mildew
21.35,41.46,4.82,20.9,Summer,Low,,Healthy
32.96,59.72,248.13,10.58,Summer,Low,,Stem Borer
38.86,56.93,266.85,4.98,Winter,Low,,Stem Borer
32.56,73.66,23.41,9.29,Summer,Medium,Armyworm,Aphids
33.15,94.97,24.23,9.0,Summer,Low,,Aphids
29.89,85.38,121.7,8.17,Summer,Medium,Aphids,Powdery Mildew
24.59,59.36,250.66,23.7,Monsoon,Low,,Stem Borer
21.36,70.45,123.41,15.1,Winter,Medium,Armyworm,Stem Borer
23.18,59.59,289.48,10.32,Summer,Low,,Stem Borer
22.75,76.63,167.43,11.98,Winter,High,Blight,Stem Borer
39.79,82.29,15.55,12.7,Monsoon,Low,,Aphids
34.5,85.36,201.25,6.22,Summer,High,Leaf Spot,Powdery Mildew
33.58,42.49,171.57,21.44,Summer,Low,,Stem Borer
37.98,76.3,205.77,21.19,Winter,High,Leaf Spot,Stem Borer
21.1,52.54,135.46,6.11,Summer,Medium,Aphids,Stem Borer
39.24,61.79,273.54,9.04,Winter,Medium,Aphids,Stem Borer
21.76,72.23,237.49,2.14,Summer,Medium,Armyworm,Stem Borer
37.45,46.41,96.36,0.46,Monsoon,Medium,Armyworm,Stem Borer
31.15,74.44,248.73,22.16,Summer,Medium,Aphids,Stem Borer
38.87,82.9,158.41,15.83,Winter,High,Blight,Powdery Mildew
20.33,78.92,53.94,11.01,Monsoon,Low,,Whitefly
37.72,81.53,268.17,9.81,Monsoon,High,Blight,Powdery Mildew
32.66,93.9,152.96,21.32,Summer,High,Leaf Spot,Powdery Mildew
35.29,88.65,158.36,4.66,Summer,High,Leaf Spot,Powdery Mildew
25.95,53.21,103.73,6.75,Winter,Medium,Aphids,Stem Borer
20.36,74.68,198.59,16.06,Monsoon,Medium,Armyworm,Stem Borer
26.28,77.82,159.0,9.61,Summer,High,Leaf Spot,Stem Borer
33.69,89.59,278.69,17.66,Monsoon,High,Blight,Powdery Mildew
27.71,40.79,273.73,12.0,Winter,Low,,Stem Borer
33.72,80.13,229.19,22.59,Monsoon,High,Blight,Powdery Mildew
31.15,53.16,30.13,20.74,Winter,Low,,Healthy
32.55,76.99,268.64,4.03,Winter,High,Leaf Spot,Stem Borer
25.78,89.88,197.38,7.46,Winter,High,Leaf Spot,Powdery Mildew
